,0
0,I
1,birthdays
2,I
3,and
4,live
5,looking
6,tried
7,few
8,rock
9,time
10,for
11,and
12,math
13,have
14,doing
15,large
16,more.
17,New
18,in
19,portuguese
20,wooden
21,dance
22,past
23,community
24,of
25,new
26,up
27,Fish
28,looking
29,To
30,and
31,camping
32,"markets,"
33,job
34,got
35,podcast.
36,year!
37,decided
38,of
39,to
40,started
41,to
42,an
43,my
44,The
45,"festivals,"
46,forward
47,forward
48,mountain
49,guitar
50,normal
51,and
52,attend.I
53,enter
54,forward
55,more.
56,made
57,am
58,writing
59,and
60,too
61,to
62,my
63,with
64,hiking!
65,havent
66,concertsI
67,concert/music
68,a
69,lot
70,the
71,theater
72,flea
73,entertainment
74,many
75,attend
76,"Costco,"
77,making
78,and
79,to
80,back
81,getting
82,reading;
83,forward
84,on
85,to
86,forward
87,have
88,big
89,stand
90,am
91,a
92,I'm
93,movies.
94,to
95,so
96,and
97,for
98,being
99,for
100,(although
101,the
102,"hobbies,"
103,world
104,to
105,projects
106,looking
107,of
108,That
109,(I
110,as
111,"Additionally,"
112,"hiking,"
113,I’m
114,am
115,I'm
116,hobby
117,year
118,"parties.Baking,"
119,excited
120,For
121,most
122,sweaty
123,organic
124,volunteering
125,and
126,short
127,nice.
128,nursery
129,years
130,to
131,with
132,management
133,"year,"
134,to
135,up
136,re-connect
137,spent
138,the
139,growth.
140,in
141,embroidery
142,
143,cooking;
144,everyone
145,Started
146,bit
147,a
148,I
149,"said,"
150,bunch
151,year
152,house
153,hobby!
154,Rehabilitation
155,the
156,Worked
157,lived
158,And
159,two
160,a
161,again.
162,NPS.
163,to
164,and
165,music
166,very
167,Haruki
168,relating
169,lots
170,into
171,a
172,so
173,applying
174,has
175,my
176,mountain
177,friends
178,weaving
179,public
180,this
181,such
182,remote
183,home
184,sewing
185,as
186,beer/wine
187,concerts
188,Point
189,"deli,"
190,lot
191,I
192,at
193,"games,"
194,performing
195,I
196,salmon
197,their
198,how
199,be
200,into
201,I
202,a
203,with
204,etc.
205,school!
206,"painting,"
207,and
208,like
209,up
210,still.I
211,wood
212,my
213,looking
214,to
215,volunteered
216,on
217,sewing.
218,forward
219,of
220,live
221,Live
222,concert!
223,was
224,for
225,Theme
226,looking
227,and
228,concerts
229,politics/economics/history.
230,most
231,attending
232,San
233,as
234,excited
235,was
236,1
237,Gawande.
238,"parks,"
239,project
240,I
241,some
242,the
243,past
244,dance
245,a
246,for
247,sports.
248,with
249,in
250,my
251,still
252,"for!Surfing,"
253,at
254,cycling.
255,of
256,public
257,"concerts!!!Surfing,"
258,up
259,looking
260,started
261,time.
262,in
263,program
264,concerts!
265,doing
266,yoga/Pilates
267,got
268,to
269,farmers
270,again.
271,made
272,many
273,worked
274,lot
275,enjoyed
276,a
277,when
278,consultant
279,published
280,I'm
281,was
282,also
283,for
284,emotional/personal
285,got
286,and
287,a
288,live
289,spending
290,Reyes
291,my
292,and
293,again!I
294,hobby.
295,excited
296,a
297,I
298,comedy.
299,Outdoor
300,backpacking!
301,of
302,outfits
303,forward
304,to
305,art
306,learn
307,the
308,dancing.
309,sports
310,it's
311,in
312,on
313,the
314,dance
315,really
316,home
317,am
318,since
319,to
320,concerts
321,as
322,went
323,I've
324,live
325,environmental
326,cooking
327,gardening
328,"guitar,"
329,and
330,a
331,also
332,homemade
333,"skiing,"
334,currently
335,cultural
336,am
337,dabbling
338,again
339,I
340,I'm
341,books
342,pandemic.Live
343,Delivered
344,instructor
345,Still
346,concerts
347,music.
348,completed
349,it
350,skate
351,Recently
352,spent
353,partner
354,got
355,is
356,harmonica
357,lot
358,I
359,for
360,and
361,I
362,learned
363,cleanups
364,into
365,about
366,ones
367,of
368,concerts
369,of
370,past
371,worked
372,mediums
373,I
374,and
375,did
376,helping
377,books
378,past
379,graduating
380,safe!
381,for
382,being
383,concerts!I
384,of
385,excited
386,quarantine!
387,Christmas
388,-
389,adventures.
390,"pets,"
391,Hobbies
392,large
393,"theater,"
394,new
395,$4k
396,guitar
397,"still,"
398,"Hiking,"
399,with
400,volunteered
401,to
402,year.
403,increase
404,before.
405,past
406,undergrad
407,to
408,pandemic.
409,spent
410,I
411,alongside
412,to
413,the
414,banks.
415,caring
416,helping
417,going
418,independent
419,to
420,year
421,"Botanizing,"
422,at
423,of
424,have
425,ready
426,and
427,and
428,was
429,"sham,"
430,camping
431,finally
432,lot
433,did
434,year
435,two
436,and
437,picked
438,soon
439,married.
440,excited
441,most
442,into
443,gave
444,the
445,estate
446,that
447,(binging)
448,I
449,"festivals,"
450,Phoebe
451,and
452,food
453,a
454,and
455,"wise,"
456,of
457,to
458,I
459,missed
460,I
461,up
462,I
463,books.
464,"classes.Baking,"
465,year
466,on
467,a
468,piece
469,running.
470,recreation
471,to
472,I
473,to
474,for
475,large
476,and
477,looking
478,to
479,large
480,attending
481,a
482,miss
483,Spanish;
484,couple
485,work
486,sales
487,excited
488,spent
489,going
490,prevent
491,musical
492,a
493,hit
494,to
495,made
496,concerts!
497,also
498,able
499,skiing.
500,a
501,pandemic.
502,F1
503,and
504,ton
505,workshopsThis
506,knitting.
507,as
508,concert.I
509,and
510,excited
511,movie
512,over
513,enjoying
514,music.This
515,also
516,looking
517,excited
518,it!Started
519,gotten
520,a
521,surf.
522,really
523,forward
524,my
525,with
526,concerts!I
527,am
528,reading
529,personal
530,dancing
531,was
532,"biking,"
533,Im
534,really
535,niceI
536,lot
537,music!I
538,nature.
539,I
540,starting
541,New
542,learned
543,"Working,"
544,in
545,writing
546,Southern
547,walks
548,going
549,moved
550,in
551,through
552,took
553,year
554,picked
555,would
556,have
557,and
558,did
559,part
560,reading
561,the
562,I'm
563,that
564,worked
565,to
566,outdoor
567,concert
568,and
569,free
570,"Gardening,"
571,attending
572,painting
573,I
574,wrangling
575,I'm
576,attending
577,teen
578,climbing
579,I
580,be
581,"gatherings.Hiking,"
582,attending
583,roller
584,an
585,I
586,to
587,orchestra
588,other
589,but
590,my
591,I’m
592,"events,"
593,license
594,looking
595,to
596,first
597,the
598,social
599,I
600,looking
601,quite
602,remotely
603,"OctoberHiking,"
604,like
605,I
606,worked
607,I
608,most
609,forward
610,celebrating
611,the
612,climbing
613,needle
614,I
615,from
616,Center
617,movies.
618,I
619,year!
620,person
621,looking
622,so
623,to
624,to
625,books
626,live
627,around
628,are
629,outside
630,love
631,outdoors.
632,and
633,much
634,work
635,audiences
636,university.
637,lot
638,would
639,read
640,amount
641,hanging
642,huge
643,I
644,Seashore
645,to
646,much
647,last
648,a
649,did
650,but
651,up
652,in
653,and
654,monitoring
655,into
656,analyst
657,am
658,as:
659,favorite
660,Really
661,got
662,I
663,to
664,Halloween
665,to
666,my
667,and
668,working
669,"exercise,"
670,time
671,to
672,quit
673,I
674,I
675,forward
676,for
677,But
678,professorsI
679,beer!
680,during
681,spent
682,up
683,my
684,out
685,going
686,art
687,biking.
688,year.
689,started
690,"time,"
691,I
692,played
693,neighborhood.
694,watching
695,Looking
696,attend
697,to
698,bike
699,a
700,looking
701,concerts
702,a
703,I
704,I'm
705,againI
706,a
707,most
708,a
709,surfing
710,am
711,played
712,I
713,reading.
714,concerts.
715,a
716,creating
717,National
718,more!I
719,explore
720,forward
721,most
722,of
723,I
724,mountain
725,too.During
726,Looking
727,attending
728,store
729,"growth/healing,"
730,looking
731,was
732,lot.
733,for
734,and
735,picked
736,did
737,area
738,the
739,also
740,watching
741,I
742,music
743,looking
744,I
745,an
746,come
747,a
748,work
749,pass
750,was
751,and
752,most
753,concerts.
754,of
755,either
756,I
757,excited
758,to
759,"exercising,"
760,I
761,database
762,I
763,to
764,internship.
765,to
766,for
767,propagating.
768,from
769,back
770,this
771,a
772,lot
773,of
774,forward
775,to
776,of
777,concerts.
778,time
779,concerts
780,to
781,looking
782,not
783,"birding,"
784,getting
785,to
786,looking
787,Museum
788,a
789,which
790,lined
791,beach
792,I
793,I
794,concerts
795,became
796,to
797,"again,"
798,cooking!
799,during
800,"surfing,"
801,deal.
802,as
803,conferences.Lots
804,"Hiking,"
805,my
806,attend
807,local
808,am
809,was
810,to
811,IGNITE
812,half
813,for
814,and
815,I
816,looking
817,surf.I
818,of
819,school
820,Zoom.
821,in
822,at
823,concerts
824,Bread
825,of)
826,so
827,really
828,back.at
829,excited
830,home
831,more
832,I
833,a
834,forward
835,"guitar,"
836,forward
837,the
838,to
839,to
840,go
841,worked
842,other
843,for
844,an
845,I'm
846,classes
847,great
848,and
849,to
850,Most
851,the
852,a
853,and
854,"Camping,"
855,had
856,very
857,started
858,most
859,and
860,marketing
861,able
862,live
863,but
864,try
865,lucky
866,be
867,research
868,I
869,new
870,went
871,concerts
872,again.
873,"Hard-Cider,"
874,a
875,am
876,know
877,have
878,up
879,am
880,up
881,"baking,"
882,dragons.
883,being
884,markets.I
885,to
886,Sourdough
887,"camped,"
888,I'm
889,last
890,and
891,"gardening,"
892,science
893,I
894,"playlists!
I'm"
895,Hood
896,as
897,hobbies
898,again.I
899,plants
900,looking
901,more
902,of
903,in
904,watching
905,centered
906,and
907,outside
908,time
909,business
910,"scratch,"
911,with
912,I
913,Park
914,I
915,able
916,"kayaking,"
917,public
918,events.Traveled
919,to
920,which
921,birthday
922,ton
923,at
924,I
925,past
926,forward
927,"Thrones,"
928,"climbing,"
929,rediscover
930,live
931,the
932,my
933,clothing
934,the
935,year.
936,year
937,"""relaxing."""
938,I
939,NBA
940,hip
941,forward
942,attending
943,indoor
944,got
945,more
946,movies
947,this
948,attend
949,started
950,frequently.
951,music
952,really
953,to
954,to
955,myself
956,also
957,
958,started
959,picked
960,worked
961,my
962,most
963,edit
964,and
965,in
966,am
967,support
968,forward
969,class.
970,I
971,and
972,music
973,or
974,a
975,coming
976,I
977,a
978,into
979,"surfing,"
980,rockies
981,food
982,brew
983,concertsI
984,a
985,ceramics!
986,games/dungeons
987,forward
988,I
989,"Baking,"
990,attending
991,friends.
992,also
993,year
994,also
995,got
996,"schoolwork,"
997,to
998,(started
999,groups
1000,Bridgers
1001,concerts
1002,to
1003,with
1004,birthdays
1005,trails
1006,and
1007,Costa
1008,"business,"
1009,of
1010,plants
1011,the
1012,Barbara.
1013,hobbies
1014,dance
1015,"surgery,"
1016,how
1017,forward
1018,I
1019,the
1020,I
1021,miss
1022,"hobbies,"
1023,to
1024,concert.Lots
1025,natural
1026,craft
1027,"year,"
1028,forward
1029,again!
1030,worked
1031,in
1032,sporting
1033,I
1034,picked
1035,looking
1036,to
1037,Murakami
1038,pine
1039,year.
1040,gathering
1041,busy
1042,music.
1043,past
1044,again
1045,Swing
1046,miss
1047,a
1048,in
1049,in-person
1050,Learned
1051,outdoor
1052,other
1053,started
1054,several
1055,forward
1056,my
1057,traveling
1058,and
1059,loom
1060,hiking!
1061,spearfishing
1062,started
1063,most
1064,my
1065,full
1066,concerts
1067,
1068,a
1069,learning
1070,time
1071,my
1072,worked
1073,cooking.
1074,I
1075,I’m
1076,is
1077,in
1078,computer
1079,any
1080,into
1081,forward
1082,I’m
1083,begin
1084,a
1085,going
1086,up
1087,new
1088,hobby.
1089,Music
1090,and
1091,interested
1092,leading
1093,Looking
1094,became
1095,back
1096,full
1097,going
1098,them).Built
1099,Hockey
1100,forward
1101,Mt.
1102,trade
1103,I
1104,to
1105,cupcakes
1106,on
1107,"bootcamp,"
1108,a
1109,backpacking
1110,to
1111,daycare
1112,and
1113,free
1114,am
1115,As
1116,and
1117,etc.
1118,a
1119,"babies),"
1120,"surfing,"
1121,Game
1122,which
1123,"projects,"
1124,in
1125,Forester
1126,been
1127,again.
1128,a
1129,
1130,but
1131,a
1132,to
1133,spent
1134,many
1135,a
1136,"lot,"
1137,and
1138,and
1139,to
1140,to
1141,a
1142,events!I
1143,advocacy
1144,live
1145,of
1146,wedding
1147,time
1148,research
1149,in
1150,times!
1151,graduations
1152,stopping
1153,and
1154,and
1155,of
1156,am
1157,explored
1158,I
1159,ed
1160,but
1161,again.
1162,with
1163,am
1164,learned
1165,my
1166,concerts
1167,is
1168,sure.I
1169,a
1170,plant
1171,"beach,"
1172,little
1173,national
1174,concert
1175,of
1176,Service
1177,am
1178,I
1179,I
1180,new
1181,several
1182,the
1183,that
1184,I
1185,I
1186,Wildlife
1187,on
1188,am
1189,worked
1190,music.
1191,past
1192,able
1193,and
1194,"gatherings,"
1195,I
1196,with
1197,looking
1198,book
1199,again
1200,a
1201,large
1202,house
1203,would
1204,time.
1205,e-waste
1206,really
1207,music.I
1208,Worked
1209,brewing.
1210,in
1211,opening
1212,Looking
1213,Looking
1214,and
1215,herbalism
1216,off
1217,Gate
1218,of
1219,a
1220,in
1221,lots
1222,took
1223,Maryland
1224,finally
1225,looking
1226,looking
1227,in-person
1228,my
1229,and
1230,games!I
1231,"videos,"
1232,watched
1233,I’m
1234,blading.
1235,Learn
1236,half!
1237,family
1238,around
1239,markets
1240,October
1241,grocery
1242,to
1243,lowkey
1244,"Quilting/Sewing,"
1245,race
1246,together.
1247,time
1248,"concerts,"
1249,kids--where
1250,learned
1251,worked
1252,game
1253,with
1254,to
1255,live
1256,I'm
1257,to
1258,festivals.I
1259,but
1260,baking
1261,a
1262,of
1263,Denver
1264,am
1265,I
1266,fun!
1267,my
1268,of
1269,get
1270,well
1271,"reading,"
1272,and
1273,picked
1274,on
1275,of
1276,I
1277,cohort
1278,the
1279,and
1280,nature
1281,shame).
1282,looking
1283,up
1284,Texas.I
1285,DIY
1286,the
1287,now.
1288,go
1289,started
1290,having
1291,outdoor
1292,trips.
1293,not
1294,reading
1295,a
1296,go
1297,I
1298,am
1299,as
1300,excited
1301,most
1302,have
1303,a
1304,family
1305,gatherings.video
1306,"gardening,"
1307,for
1308,desserts
1309,looking
1310,been
1311,unexpected
1312,did
1313,mussel
1314,I
1315,working
1316,huge
1317,for
1318,school
1319,activities
1320,the
1321,formula
1322,cooking.I
1323,get
1324,really
1325,be
1326,was
1327,not
1328,"gatherings,"
1329,excited
1330,the
1331,a
1332,is
1333,"SUP,"
1334,basket
1335,a
1336,the
1337,Wildlife
1338,at
1339,crocheting
1340,free
1341,and
1342,of
1343,cooking.
1344,playing
1345,looking
1346,the
1347,attending
1348,picnics.
1349,guitar!
1350,got
1351,family.
1352,I
1353,the
1354,landscape
1355,a
1356,"reading,"
1357,musicIn
1358,to
1359,back
1360,months
1361,No
1362,"Hiking,"
1363,attending
1364,"me,"
1365,instagram
1366,and
1367,resin
1368,and
1369,national
1370,most
1371,the
1372,I
1373,and
1374,love
1375,the
1376,outdoor
1377,lot
1378,at
1379,looking
1380,to
1381,have
1382,forward
1383,and
1384,in
1385,working
1386,or
1387,and
1388,one
1389,to
1390,the
1391,baking
1392,Utility
1393,and
1394,and
1395,was
1396,time
1397,festival.took
1398,about
1399,would
1400,music
1401,work
1402,Baking
1403,homework.
1404,of
1405,new
1406,Game
1407,kids
1408,and
1409,to
1410,am
1411,twice
1412,eases
1413,of
1414,knitting
1415,over
1416,"part-time,"
1417,lot
1418,"gardening,"
1419,(sort
1420,kinds
1421,Got
1422,I
1423,"parties.cooking,"
1424,videos.
1425,play
1426,best
1427,and
1428,Large
1429,am
1430,friends
1431,farmers
1432,and
1433,group
1434,to
1435,their
1436,Part
1437,be
1438,gathering
1439,to
1440,to
1441,looking
1442,to
1443,back
1444,started
1445,"Chess,"
1446,in
1447,U.S.
1448,my
1449,"time,"
1450,going
1451,and
1452,"crafting,"
1453,my
1454,the
1455,more
1456,would
1457,ridge).
1458,got
1459,am
1460,working
1461,got
1462,my
1463,playing
1464,forward
1465,friends--read
1466,concerts
1467,I
1468,at
1469,was
1470,for
1471,county
1472,pick
1473,from
1474,real
1475,informative/interactive
1476,"(plants,"
1477,and
1478,and
1479,reading
1480,Live
1481,and
1482,forward
1483,pretty
1484,expanding
1485,with
1486,"parks,"
1487,attending
1488,again
1489,and
1490,working
1491,events
1492,fan
1493,forward
1494,out
1495,I
1496,&
1497,of
1498,going
1499,skiing
1500,and
1501,at
1502,forward
1503,justice
1504,"hiking,"
1505,during
1506,finishing
1507,in
1508,scratch.
1509,searched
1510,my
1511,high
1512,in
1513,most
1514,this
1515,play
1516,a
1517,most
1518,also
1519,got
1520,"concerts,"
1521,for
1522,biking
1523,and
1524,research
1525,grad
1526,hearing
1527,undergraduate
1528,which
1529,am
1530,I
1531,biking!
1532,several
1533,only
1534,Mostly
1535,really
1536,excited
1537,world
1538,most
1539,picked
1540,forward
1541,tutorials
1542,excited
1543,can
1544,attend
1545,items
1546,a
1547,of
1548,and
1549,concert
1550,lot
1551,to
1552,of
1553,concerts
1554,mountain
1555,concert.
1556,forward
1557,than
1558,and
1559,photography
1560,surprisingly
1561,forward
1562,watching
1563,"bouldering,"
1564,photography
1565,forward
1566,to
1567,adopted
1568,to
1569,I
1570,up
1571,my
1572,attending
1573,of
1574,have
1575,again!
1576,outdoors.
1577,classmates
1578,in
1579,forward
1580,soon.During
1581,"balcony,"
1582,to
1583,been
1584,and
1585,into
1586,to
1587,I
1588,"case,"
1589,a
1590,more.
1591,people.A
1592,I
1593,plants
1594,music.
1595,going
1596,with
1597,Bob
1598,led
1599,read
1600,worked
1601,an
1602,soon.
1603,African
1604,I
1605,about
1606,and
1607,read
1608,free
1609,I
1610,collection
1611,able
1612,events
1613,attending
1614,painting.
1615,"beach,"
1616,entire
1617,connect
1618,did
1619,a
1620,editing
1621,wall
1622,a
1623,to
1624,I
1625,college
1626,a
1627,to
1628,most.
1629,read
1630,lot
1631,of
1632,also
1633,a
1634,look
1635,past
1636,and
1637,began
1638,live
1639,time
1640,and
1641,edible.
1642,well
1643,for
1644,more
1645,I
1646,I
1647,in
1648,"working,"
1649,had
1650,do
1651,"foraging,"
1652,past
1653,was
1654,to
1655,and
1656,excited
1657,Atul
1658,I
1659,I
1660,worked
1661,"hike,"
1662,really
1663,to
1664,worked
1665,Home
1666,looking
1667,spending
1668,and
1669,and
1670,as
1671,for
1672,"cooking,"
1673,deep
1674,lot
1675,skiing
1676,live
1677,read
1678,I
1679,reconnect
1680,of
1681,duplicate
1682,on
1683,past
1684,went
1685,state
1686,concerts
1687,with
1688,a
1689,ton
1690,life
1691,I
1692,group
1693,excited
1694,where
1695,to
1696,back
1697,several
1698,a
1699,have
1700,guitar
1701,first
1702,of
1703,forward
1704,our
1705,family
1706,to
1707,as
1708,movies
1709,final
1710,for
1711,engineers.
1712,of
1713,art
1714,cycles.
1715,to
1716,doing
1717,I
1718,birthday
1719,concerts
1720,research
1721,I
1722,and
1723,time
1724,Festivals
1725,a
1726,an
1727,up
1728,to
1729,looking
1730,covid
1731,meeting
1732,Diaspora
1733,"meditating,"
1734,fires!
1735,to
1736,forward
1737,I
1738,year
1739,again.
1740,ever
1741,include
1742,Orientation
1743,up
1744,on
1745,finally
1746,didn't
1747,lot
1748,time;
1749,people!Over
1750,salesperson
1751,had
1752,table
1753,the
1754,and
1755,as
1756,more
1757,Santa
1758,Golden
1759,a
1760,a
1761,am
1762,into
1763,spend
1764,I'm
1765,I
1766,pizzas
1767,of
1768,Ross
1769,time
1770,forward
1771,going
1772,up
1773,have
1774,looking
1775,very
1776,"surf,"
1777,am
1778,got
1779,Video
1780,recently
1781,painted
1782,working
1783,concerts
1784,epoxy.
1785,"farm,"
1786,I
1787,experience
1788,tried
1789,and
1790,attending
1791,developer
1792,car;
1793,I
1794,am
1795,to
1796,also
1797,Rica.
1798,learned
1799,"reading,"
1800,into
1801,"time,"
1802,"California,"
1803,againRead
1804,a
1805,"classes,"
1806,during
1807,for.Over
1808,I
1809,working
1810,Diego.
1811,center
1812,busy
1813,the
1814,gatherings!
1815,but
1816,to
1817,to
1818,in-person
1819,enough
1820,most
1821,design
1822,very
1823,hobby
1824,I
